НомерСделки,ДатаСделки,КолвоСчетов,НомерСчета,ДатаСчета,Сумма
CR075017,4025-08-26 16:14:17,4,CR093376,4025-09-16 11:17:16,6977.54
CR075017,4025-08-26 16:14:17,4,CR094317,4025-10-01 14:35:12,600.01
CR075017,4025-08-26 16:14:17,4,CR094318,4025-10-01 14:44:33,200.0
CR075017,4025-08-26 16:14:17,4,CR094807,4025-10-07 11:52:54,0.0
CR075404,4025-09-03 15:42:08,4,CR093909,4025-09-26 10:28:56,84954.12
CR075404,4025-09-03 15:42:08,4,CR093911,4025-09-26 10:32:34,0.0
CR075404,4025-09-03 15:42:08,4,CR093913,4025-09-26 10:39:36,0.0
CR075404,4025-09-03 15:42:08,4,CR093914,4025-09-26 10:42:24,0.0
CR076035,4025-09-15 22:01:42,4,CR094356,4025-10-02 10:08:06,180180.0
CR076035,4025-09-15 22:01:42,4,CR094450,4025-10-02 15:31:29,6200.0
CR076035,4025-09-15 22:01:42,4,CR094494,4025-10-03 11:36:39,500.0
CR076035,4025-09-15 22:01:42,4,CR094776,4025-10-07 09:31:17,4287.0
CR076152,4025-09-15 00:00:00,4,CR094113,4025-09-11 00:00:00,1700.0
CR076152,4025-09-15 00:00:00,4,CR094114,4025-09-11 00:00:00,350.0
CR076152,4025-09-15 00:00:00,4,CR094115,4025-09-11 00:00:00,1325.0
CR076152,4025-09-15 00:00:00,4,CR094116,4025-09-11 00:00:00,1320.0
CR077137,4025-10-20 00:00:00,4,CR096885,4025-10-20 00:00:00,600.0
CR077137,4025-10-20 00:00:00,4,CR096886,4025-10-20 00:00:00,900.0
CR077137,4025-10-20 00:00:00,4,CR096887,4025-10-20 00:00:00,0.0
CR077137,4025-10-20 00:00:00,4,CR096883,4025-11-07 15:32:33,100.0
CR077686,4025-06-18 00:00:00,4,CR093037,4025-09-09 14:41:52,164857.44
CR077686,4025-06-18 00:00:00,4,CR093038,4025-09-09 14:42:03,27526.35
CR077686,4025-06-18 00:00:00,4,CR093389,4025-09-16 14:15:57,2175.08
CR077686,4025-06-18 00:00:00,4,CR093391,4025-09-16 14:17:11,2175.08
CR078141,4025-10-22 17:08:36,4,CR097213,4025-11-14 12:35:46,600.0
CR078141,4025-10-22 17:08:36,4,CR097869,4025-11-25 11:46:47,0.0
CR078141,4025-10-22 17:08:36,4,CR097870,4025-11-25 11:48:31,0.0
CR078141,4025-10-22 17:08:36,4,CR097871,4025-11-25 11:48:31,311.0
CR078183,4025-10-23 11:18:14,4,CR101142,4026-01-07 20:58:35,9789.05
CR078183,4025-10-23 11:18:14,4,CR101144,4026-01-07 21:17:17,95519.42
CR078183,4025-10-23 11:18:14,4,CR101180,4026-01-07 21:17:18,71268.52
CR078183,4025-10-23 11:18:14,4,CR101976,4026-01-26 14:08:22,903.66
CR078368,4025-10-20 00:00:00,4,CR099200,4025-12-10 10:46:16,2300.0
CR078368,4025-10-20 00:00:00,4,CR099201,4025-12-10 10:46:19,1450.0
CR078368,4025-10-20 00:00:00,4,CR099202,4025-12-10 10:46:22,46790.0
CR078368,4025-10-20 00:00:00,4,CR101192,4025-12-20 00:00:00,0.0
CR078576,4025-10-30 10:17:16,4,CR101897,4026-01-23 10:59:00,251607.43
CR078576,4025-10-30 10:17:16,4,CR104503,4026-02-02 16:57:19,4136.0
CR078576,4025-10-30 10:17:16,4,CR102625,4026-02-04 11:23:44,18140.98
CR078576,4025-10-30 10:17:16,4,CR103180,4026-02-11 15:31:03,11396.0
CR078635,4025-10-31 10:41:01,4,CR096354,4025-11-04 09:10:19,7146.95
CR078635,4025-10-31 10:41:01,4,CR096355,4025-11-04 09:13:23,10510.23
CR078635,4025-10-31 10:41:01,4,CR096356,4025-11-04 09:17:59,10930.63
CR078635,4025-10-31 10:41:01,4,CR098439,4025-12-02 11:55:45,2008.0
CR078750,4025-10-27 00:00:00,4,CR103203,4026-02-12 12:19:58,2500.0
CR078750,4025-10-27 00:00:00,4,CR103204,4026-02-12 12:19:58,3000.0
CR078750,4025-10-27 00:00:00,4,CR104698,4026-02-27 00:00:00,0.0
CR078750,4025-10-27 00:00:00,4,CR104699,4026-02-27 00:00:00,3000.0
CR079433,4025-11-12 10:12:34,4,CR099156,4025-12-09 15:13:13,4915.0
CR079433,4025-11-12 10:12:34,4,CR099840,4025-12-19 15:22:20,399.7
CR079433,4025-11-12 10:12:34,4,CR099841,4025-12-19 15:23:23,35589.0
CR079433,4025-11-12 10:12:34,4,CR100830,4025-12-31 00:00:00,0.0
CR079686,4025-11-17 13:56:59,4,CR097620,4025-11-20 14:29:05,17515.37
CR079686,4025-11-17 13:56:59,4,CR097622,4025-11-20 14:31:55,8757.68
CR079686,4025-11-17 13:56:59,4,CR097623,4025-11-20 14:34:13,8757.68
CR079686,4025-11-17 13:56:59,4,CR097624,4025-11-20 14:43:17,8757.68
CR080002,4025-11-20 10:12:49,4,CR102116,4026-01-27 17:38:57,155481.15
CR080002,4025-11-20 10:12:49,4,CR102119,4026-01-27 17:39:06,47913.14
CR080002,4025-11-20 10:12:49,4,CR102120,4026-01-27 17:43:15,104514.3
CR080002,4025-11-20 10:12:49,4,CR102122,4026-01-27 17:46:17,10752.5
CR080279,4025-11-25 00:00:00,4,CR098403,4025-12-02 10:29:06,22058.53
CR080279,4025-11-25 00:00:00,4,CR098498,4025-12-02 16:27:17,13058.53
CR080279,4025-11-25 00:00:00,4,CR098499,4025-12-02 16:27:44,84058.53
CR080279,4025-11-25 00:00:00,4,CR098500,4025-12-02 16:28:08,58348.53
CR080521,4025-11-27 16:28:22,4,CR098215,4025-12-01 09:45:58,12240.33
CR080521,4025-11-27 16:28:22,4,CR098216,4025-12-01 09:50:08,12240.33
CR080521,4025-11-27 16:28:22,4,CR098217,4025-12-01 09:52:19,12240.33
CR080521,4025-11-27 16:28:22,4,CR098218,4025-12-01 09:53:20,12240.33
CR080778,4025-12-02 08:46:32,4,CR101617,4026-01-19 10:21:11,52282.0
CR080778,4025-12-02 08:46:32,4,CR101666,4026-01-20 11:27:05,7242.0
CR080778,4025-12-02 08:46:32,4,CR101735,4026-01-21 10:37:45,0.0
CR080778,4025-12-02 08:46:32,4,CR101737,4026-01-21 10:41:07,0.0
CR081152,4025-12-08 13:07:25,4,CR100242,4025-12-24 14:08:04,42500.0
CR081152,4025-12-08 13:07:25,4,CR100466,4025-12-29 16:33:41,0.0
CR081152,4025-12-08 13:07:25,4,CR100478,4025-12-29 16:50:32,9500.0
CR081152,4025-12-08 13:07:25,4,CR101588,4026-01-16 12:33:02,25212.0
CR081559,4025-12-12 13:44:52,4,CR106012,4026-03-25 12:19:21,284635.0
CR081559,4025-12-12 13:44:52,4,CR106014,4026-03-25 12:21:22,284635.0
CR081559,4025-12-12 13:44:52,4,CR106016,4026-03-25 12:21:39,284635.0
CR081559,4025-12-12 13:44:52,4,CR106018,4026-03-25 12:22:11,284635.0
CR081877,4025-12-17 09:27:41,4,CR101401,4026-01-13 10:23:39,591181.5
CR081877,4025-12-17 09:27:41,4,CR101403,4026-01-13 10:26:34,591181.5
CR081877,4025-12-17 09:27:41,4,CR101404,4026-01-13 10:26:41,591181.5
CR081877,4025-12-17 09:27:41,4,CR101407,4026-01-13 10:27:44,591181.5
CR081995,4025-12-18 13:55:08,4,CR099880,4025-12-22 09:08:38,24750.65
CR081995,4025-12-18 13:55:08,4,CR099885,4025-12-22 09:11:56,29700.78
CR081995,4025-12-18 13:55:08,4,CR099892,4025-12-22 09:24:12,12375.33
CR081995,4025-12-18 13:55:08,4,CR100248,4025-12-24 14:54:50,196.0
CR083354,4026-01-14 00:00:00,4,CR103012,4026-01-14 00:00:00,0.0
CR083354,4026-01-14 00:00:00,4,CR103013,4026-01-14 00:00:00,0.0
CR083354,4026-01-14 00:00:00,4,CR101576,4026-01-15 17:03:15,48.57
CR083354,4026-01-14 00:00:00,4,CR102716,4026-02-05 11:53:18,470000.0
CR083549,4026-01-20 16:37:31,4,CR103978,4026-02-25 09:17:51,13266.38
CR083549,4026-01-20 16:37:31,4,CR103979,4026-02-25 09:20:36,64436.7
CR083549,4026-01-20 16:37:31,4,CR103980,4026-02-25 09:25:48,111816.62
CR083549,4026-01-20 16:37:31,4,CR103981,4026-02-25 09:58:06,11248.85
CR083682,4026-01-22 15:39:47,4,CR102607,4026-02-04 09:40:40,94276.22
CR083682,4026-01-22 15:39:47,4,CR102611,4026-02-04 09:41:56,51796.33
CR083682,4026-01-22 15:39:47,4,CR102612,4026-02-04 09:43:06,45727.4
CR083682,4026-01-22 15:39:47,4,CR102522,4026-02-04 09:52:55,428048.21
CR083697,4026-01-22 17:06:02,4,CR107352,4026-04-14 11:42:05,134226.4
CR083697,4026-01-22 17:06:02,4,CR107354,4026-04-14 11:55:15,134226.4
CR083697,4026-01-22 17:06:02,4,CR107355,4026-04-14 11:55:26,134226.4
CR083697,4026-01-22 17:06:02,4,CR107781,4026-04-21 19:13:40,30295.22
CR084171,4026-02-27 00:00:00,4,CR106840,4026-04-03 16:36:06,782.0
CR084171,4026-02-27 00:00:00,4,CR106841,4026-04-03 16:36:06,318.13
CR084171,4026-02-27 00:00:00,4,CR108480,4026-04-30 00:00:00,664.0
CR084171,4026-02-27 00:00:00,4,CR108481,4026-04-30 00:00:00,0.0
CR084737,4026-02-09 10:04:54,4,CR103278,4026-02-13 11:45:35,17246.0
CR084737,4026-02-09 10:04:54,4,CR103279,4026-02-13 11:47:07,47642.08
CR084737,4026-02-09 10:04:54,4,CR103280,4026-02-13 11:49:17,53031.45
CR084737,4026-02-09 10:04:54,4,CR103281,4026-02-13 11:51:02,146935.92
CR086691,4026-02-28 11:34:09,4,CR105407,4026-02-28 11:37:29,0.0
CR086691,4026-02-28 11:34:09,4,CR105408,4026-02-28 11:37:29,4540.0
CR086691,4026-02-28 11:34:09,4,CR105409,4026-02-28 11:37:29,50.0
CR086691,4026-02-28 11:34:09,4,CR105410,4026-02-28 11:37:29,26870.0
CR087049,4026-03-20 15:05:17,4,CR107255,4026-04-10 11:11:10,207155.2
CR087049,4026-03-20 15:05:17,4,CR107257,4026-04-10 11:12:51,207155.2
CR087049,4026-03-20 15:05:17,4,CR107259,4026-04-10 11:13:04,207155.2
CR087049,4026-03-20 15:05:17,4,CR107475,4026-04-16 14:01:14,17406.08
CR089856,4026-05-06 14:51:45,4,CR109249,4026-05-11 10:03:36,30249.41
CR089856,4026-05-06 14:51:45,4,CR109250,4026-05-11 10:06:52,18097.94
CR089856,4026-05-06 14:51:45,4,CR109252,4026-05-11 10:09:15,5946.47
CR089856,4026-05-06 14:51:45,4,CR109357,4026-05-12 11:26:20,1165.0
00000012,4016-11-02 12:00:00,3,CR000014,4016-11-02 12:00:03,50.0
00000012,4016-11-02 12:00:00,3,00000010,4016-11-03 00:00:00,104366.68
00000012,4016-11-02 12:00:00,3,00000044,4016-11-03 00:00:02,0.0
CR000123,4016-12-23 00:00:00,3,CR000140,4016-12-23 00:00:00,187880.99
CR000123,4016-12-23 00:00:00,3,CR000203,4016-12-23 00:00:07,0.0
CR000123,4016-12-23 00:00:00,3,CR000210,4016-12-23 00:00:08,0.0
CR000216,4017-01-31 17:48:50,3,CR000240,4017-01-31 00:00:00,49336.5
CR000216,4017-01-31 17:48:50,3,CR000241,4017-01-31 00:00:01,5040.0
CR000216,4017-01-31 17:48:50,3,CR000549,4017-01-31 00:00:09,5985.33
CR000254,4017-02-26 20:43:02,3,CR000297,4017-02-26 22:56:26,100490.44
CR000254,4017-02-26 20:43:02,3,CR000298,4017-02-26 23:12:28,2230.0
CR000254,4017-02-26 20:43:02,3,CR000300,4017-03-01 15:58:56,8801.04
CR000294,4017-02-27 16:28:44,3,CR000432,4017-03-03 00:00:02,400.0
CR000294,4017-02-27 16:28:44,3,CR000433,4017-03-03 00:00:03,5022.0
CR000294,4017-02-27 16:28:44,3,CR000431,4017-04-07 13:56:48,24211.24
CR000572,4017-04-28 12:55:32,3,CR000559,4017-05-12 12:00:00,127975.33
CR000572,4017-04-28 12:55:32,3,CR000560,4017-05-12 12:00:01,11440.0
CR000572,4017-04-28 12:55:32,3,CR000561,4017-05-15 17:43:47,31451.48
CR000608,4017-05-04 15:14:04,3,CR000791,4017-06-21 00:00:00,648517.57
CR000608,4017-05-04 15:14:04,3,CR000792,4017-06-26 10:35:25,257654.83
CR000608,4017-05-04 15:14:04,3,CR000793,4017-06-26 10:35:26,15480.0
CR000622,4017-05-05 16:58:46,3,CR000548,4017-05-05 17:05:22,0.0
CR000622,4017-05-05 16:58:46,3,CR000674,4017-05-05 17:05:24,0.0
CR000622,4017-05-05 16:58:46,3,CR000675,4017-05-05 17:05:25,0.0
CR000653,4017-05-15 14:14:36,3,CR000961,4017-07-06 00:00:00,153536.44
CR000653,4017-05-15 14:14:36,3,CR000959,4017-07-11 00:00:00,64584.62
CR000653,4017-05-15 14:14:36,3,CR000960,4017-07-11 16:53:17,2580.0
CR000707,4017-05-24 13:51:50,3,CR001037,4017-07-31 00:00:00,67551.09
CR000707,4017-05-24 13:51:50,3,CR001055,4017-07-31 00:00:00,3983.68
CR000707,4017-05-24 13:51:50,3,CR001485,4017-07-31 16:38:35,15318.04
CR000791,4017-05-15 17:58:15,3,CR000584,4017-05-23 00:00:00,27904.6
CR000791,4017-05-15 17:58:15,3,CR000585,4017-05-23 00:00:01,6885.0
CR000791,4017-05-15 17:58:15,3,CR000587,4017-05-23 00:00:03,0.0
CR000801,4017-05-17 17:59:23,3,CR000595,4017-05-26 00:00:00,70719.98
CR000801,4017-05-17 17:59:23,3,CR000597,4017-05-26 00:00:01,37525.5
CR000801,4017-05-17 17:59:23,3,CR000601,4017-05-26 00:00:02,200.0
CR000842,4017-06-01 00:00:00,3,CR000900,4017-06-06 00:00:02,200.0
CR000842,4017-06-01 00:00:00,3,CR000826,4017-06-09 00:00:00,20554.07
CR000842,4017-06-01 00:00:00,3,CR000827,4017-06-09 18:55:53,3720.0
CR000861,4017-06-15 11:33:26,3,CR001258,4017-08-30 00:00:01,115071.26
CR000861,4017-06-15 11:33:26,3,CR001259,4017-08-30 00:00:02,7740.0
CR000861,4017-06-15 11:33:26,3,CR001290,4017-08-31 11:22:05,573.67
CR000903,4017-06-21 17:31:33,3,CR000854,4017-07-05 22:50:27,3489.76
CR000903,4017-06-21 17:31:33,3,CR000862,4017-07-06 16:34:50,0.0
CR000903,4017-06-21 17:31:33,3,CR000876,4017-07-07 12:16:21,1744.88
CR000965,4017-06-30 09:42:53,3,CR001289,4017-08-11 00:00:01,325141.3
CR000965,4017-06-30 09:42:53,3,CR001191,4017-08-16 00:00:00,134068.71
CR000965,4017-06-30 09:42:53,3,CR001192,4017-08-16 00:00:01,5160.0
CR001091,4017-07-18 17:59:08,3,CR001359,4017-09-04 00:00:00,746626.09
CR001091,4017-07-18 17:59:08,3,CR001435,4017-09-08 17:38:36,227258.19
CR001091,4017-07-18 17:59:08,3,CR001436,4017-09-08 17:38:37,12040.0
CR001195,4017-08-01 15:04:39,3,CR001396,4017-09-18 12:51:41,209121.5
CR001195,4017-08-01 15:04:39,3,CR001397,4017-09-18 12:56:37,100906.18
CR001195,4017-08-01 15:04:39,3,CR001439,4017-09-20 14:23:30,3080.0
CR001334,4017-08-24 12:00:00,3,CR001602,4017-08-22 00:00:00,45356.78
CR001334,4017-08-24 12:00:00,3,CR001603,4017-08-22 15:57:44,40396.18
CR001334,4017-08-24 12:00:00,3,CR010519,4017-10-02 15:59:42,40396.18
CR001368,4017-08-30 13:53:07,3,CR001484,4017-09-21 00:00:00,143257.3
CR001368,4017-08-30 13:53:07,3,CR001703,4017-10-27 00:00:00,2580.0
CR001368,4017-08-30 13:53:07,3,CR001702,4017-10-27 14:23:51,93749.79
CR001435,4017-08-01 19:33:14,3,CR001380,4017-09-13 14:30:47,1616.0
CR001435,4017-08-01 19:33:14,3,CR003041,4018-03-16 13:41:43,8228.0
CR001435,4017-08-01 19:33:14,3,CR003042,4018-03-16 13:42:16,2000.0
CR001439,4017-09-07 12:50:41,3,CR001617,4017-10-11 17:29:08,52758.61
CR001439,4017-09-07 12:50:41,3,CR001618,4017-10-11 17:29:09,8800.0
CR001439,4017-09-07 12:50:41,3,CR002114,4017-10-11 17:29:11,8739.16
CR001473,4017-09-12 09:54:15,3,CR001632,4017-10-09 12:55:04,139582.44
CR001473,4017-09-12 09:54:15,3,CR001889,4017-11-07 00:00:01,77651.48
CR001473,4017-09-12 09:54:15,3,CR001890,4017-11-07 00:00:02,3600.0
CR001484,4017-09-13 16:14:29,3,CR001835,4017-11-08 16:13:10,0.0
CR001484,4017-09-13 16:14:29,3,CR001891,4017-11-19 22:19:45,12523.09
CR001484,4017-09-13 16:14:29,3,CR001892,4017-11-19 22:24:23,4174.36
CR001561,4017-09-25 13:38:17,3,CR002021,4017-12-04 17:46:13,0.0
CR001561,4017-09-25 13:38:17,3,CR002053,4017-12-04 17:47:49,16836.62
CR001561,4017-09-25 13:38:17,3,CR002532,4017-12-07 18:12:54,3048.0
CR001572,4017-09-12 00:00:00,3,CR001551,4017-09-27 00:00:00,23559.09
CR001572,4017-09-12 00:00:00,3,CR001552,4017-09-27 16:47:59,5935.26
CR001572,4017-09-12 00:00:00,3,CR001553,4017-09-27 16:48:00,50.0
CR001664,4017-09-22 00:00:00,3,CR001608,4017-10-12 10:41:30,39335.24
CR001664,4017-09-22 00:00:00,3,CR001766,4017-10-12 10:41:31,5301.0
CR001664,4017-09-22 00:00:00,3,CR001767,4017-10-12 10:41:32,500.0
CR001785,4017-10-10 00:00:00,3,CR001776,4017-10-19 00:00:00,23285.46
CR001785,4017-10-10 00:00:00,3,CR001777,4017-10-19 00:00:02,8848.02
CR001785,4017-10-10 00:00:00,3,CR001778,4017-10-19 00:00:03,200.0
CR001906,4017-11-08 17:50:55,3,CR002120,4017-12-06 17:52:51,16873.5
CR001906,4017-11-08 17:50:55,3,CR002330,4017-12-29 15:00:36,0.0
CR001906,4017-11-08 17:50:55,3,CR002534,4017-12-29 15:00:41,3558.0
CR001926,4017-10-30 00:00:00,3,CR002035,4017-12-06 17:09:02,46420.8
CR001926,4017-10-30 00:00:00,3,CR002036,4017-12-06 17:51:30,1809.36
CR001926,4017-10-30 00:00:00,3,CR002037,4017-12-06 17:52:49,41072.65
CR001951,4017-11-02 00:00:00,3,CR002141,4017-11-14 00:00:04,200.0
CR001951,4017-11-02 00:00:00,3,CR002007,4017-11-15 00:00:00,27812.34
CR001951,4017-11-02 00:00:00,3,CR002140,4017-11-15 16:45:46,9765.0
CR001955,4017-11-06 12:45:56,3,CR002142,4017-11-17 00:00:00,400.0
CR001955,4017-11-06 12:45:56,3,CR001964,4017-11-17 00:00:00,26651.71
CR001955,4017-11-06 12:45:56,3,CR002088,4017-11-17 15:37:57,8777.34
CR002035,4017-11-27 11:01:30,3,CR002365,4017-12-14 00:00:01,191614.5
CR002035,4017-11-27 11:01:30,3,CR002709,4018-01-16 13:01:32,106000.39
CR002035,4017-11-27 11:01:30,3,CR002710,4018-01-16 13:01:33,3440.0
CR002262,4017-12-15 12:23:14,3,CR002703,4018-01-10 14:42:32,239241.64
CR002262,4017-12-15 12:23:14,3,CR002825,4018-02-05 10:28:26,137499.84
CR002262,4017-12-15 12:23:14,3,CR002826,4018-02-05 10:28:27,5760.0
CR002387,4017-12-27 14:24:36,3,CR002868,4018-01-26 16:10:40,585279.22
CR002387,4017-12-27 14:24:36,3,CR002869,4018-02-21 17:40:33,9380.0
CR002387,4017-12-27 14:24:36,3,CR002870,4018-02-21 17:40:34,267162.47
CR002460,4018-01-03 17:06:12,3,CR003342,4018-04-20 15:31:47,140620.47
CR002460,4018-01-03 17:06:12,3,CR003343,4018-04-20 15:31:48,4370.0
CR002460,4018-01-03 17:06:12,3,CR003393,4018-04-20 15:31:51,0.0
CR002533,4018-01-15 11:05:53,3,CR003150,4018-02-07 00:00:00,558855.99
CR002533,4018-01-15 11:05:53,3,CR003148,4018-03-12 10:41:13,177873.9
CR002533,4018-01-15 11:05:53,3,CR003149,4018-03-12 10:41:14,5250.0
CR002614,4018-01-24 10:33:21,3,CR002922,4018-02-27 16:59:15,53644.85
CR002614,4018-01-24 10:33:21,3,CR002924,4018-02-27 16:59:16,9883.75
CR002614,4018-01-24 10:33:21,3,CR002925,4018-02-27 16:59:17,7920.0
CR002621,4018-01-24 16:27:35,3,CR003517,4018-05-07 18:48:39,95265.22
CR002621,4018-01-24 16:27:35,3,CR003519,4018-05-07 18:48:40,95265.22
CR002621,4018-01-24 16:27:35,3,CR003520,4018-05-07 18:48:41,14870.0
CR002624,4018-01-25 13:19:36,3,CR003160,4018-03-21 16:52:59,362953.18
CR002624,4018-01-25 13:19:36,3,CR003161,4018-03-28 00:00:01,120497.3
CR002624,4018-01-25 13:19:36,3,CR003173,4018-03-28 00:00:02,1690.0
CR002681,4018-02-01 15:50:07,3,CR002755,4018-02-08 11:24:50,18502.8
CR002681,4018-02-01 15:50:07,3,CR002987,4018-02-19 00:00:01,15736.27
CR002681,4018-02-01 15:50:07,3,CR002988,4018-02-19 00:00:02,1200.0
CR002757,4018-02-01 00:00:00,3,CR002801,4018-02-13 14:57:27,28227.61
CR002757,4018-02-01 00:00:00,3,CR002985,4018-02-13 16:04:07,6603.0
CR002757,4018-02-01 00:00:00,3,CR002986,4018-02-13 16:04:08,300.0
CR002855,4018-02-28 16:40:00,3,CR003333,4018-04-25 00:00:00,52242.52
CR002855,4018-02-28 16:40:00,3,CR003335,4018-04-25 00:00:00,9301.19
CR002855,4018-02-28 16:40:00,3,CR003355,4018-04-25 17:59:19,7920.0
CR002873,4018-03-01 15:11:38,3,CR004077,4018-07-10 17:33:10,160769.44
CR002873,4018-03-01 15:11:38,3,CR004078,4018-07-10 17:33:11,0.0
CR002873,4018-03-01 15:11:38,3,CR004265,4018-07-10 17:33:13,7830.0
CR003016,4018-03-20 00:00:00,3,CR003268,4018-04-13 11:00:27,61031.72
CR003016,4018-03-20 00:00:00,3,CR003353,4018-04-25 15:07:26,122.48
CR003016,4018-03-20 00:00:00,3,CR003354,4018-04-25 15:18:39,55066.03
CR003170,4018-04-16 17:13:47,3,CR003544,4018-05-07 18:48:44,437925.25
CR003170,4018-04-16 17:13:47,3,CR003865,4018-06-18 14:56:09,179735.44
CR003170,4018-04-16 17:13:47,3,CR003999,4018-06-18 14:56:11,8750.0
CR003235,4018-04-26 12:16:33,3,CR006242,4018-05-02 18:07:01,34350.66
CR003235,4018-04-26 12:16:33,3,CR003976,4018-06-27 16:12:18,139117.17
CR003235,4018-04-26 12:16:33,3,CR003977,4018-06-27 16:12:19,10500.0
CR003260,4018-05-03 09:24:15,3,CR003498,4018-05-08 14:35:39,39912.94
CR003260,4018-05-03 09:24:15,3,CR003499,4018-05-08 14:35:40,7920.0
CR003260,4018-05-03 09:24:15,3,CR003680,4018-05-08 14:35:41,0.0
CR003317,4018-05-10 14:31:29,3,CR004632,4018-07-20 12:00:12,49106.36
CR003317,4018-05-10 14:31:29,3,CR004437,4018-08-23 10:39:41,73846.04
CR003317,4018-05-10 14:31:29,3,CR004438,4018-08-23 10:39:42,8800.0
CR003321,4018-05-10 16:47:17,3,CR003798,4018-06-06 22:57:10,54566.95
CR003321,4018-05-10 16:47:17,3,CR003799,4018-06-06 22:57:11,10562.61
CR003321,4018-05-10 16:47:17,3,CR003800,4018-06-06 22:57:12,8440.0
CR003503,4018-05-31 14:55:29,3,CR004786,4018-09-03 00:00:00,95254.71
CR003503,4018-05-31 14:55:29,3,CR004787,4018-09-03 14:18:48,5250.0
CR003503,4018-05-31 14:55:29,3,CR004706,4018-09-05 00:00:00,0.0
CR003533,4018-06-04 14:02:38,3,CR004633,4018-07-20 12:00:13,75578.79
CR003533,4018-06-04 14:02:38,3,CR004441,4018-08-31 12:00:00,167320.27
CR003533,4018-06-04 14:02:38,3,CR004442,4018-08-31 12:00:01,13050.0
CR003557,4018-05-25 17:17:47,3,CR003897,4018-06-18 14:56:10,200.0
CR003557,4018-05-25 17:17:47,3,CR003896,4018-06-19 00:00:00,9486.0
CR003557,4018-05-25 17:17:47,3,CR003753,4018-06-19 00:00:00,22886.63
CR003594,4019-02-01 00:00:00,3,CR009355,4019-08-06 16:05:21,0.0
CR003594,4019-02-01 00:00:00,3,CR009356,4019-08-06 16:05:55,0.0
CR003594,4019-02-01 00:00:00,3,CR009357,4019-08-06 16:06:09,1560.0
CR003668,4018-06-07 00:00:00,3,CR003906,4018-06-26 21:50:54,24412.4
CR003668,4018-06-07 00:00:00,3,CR003907,4018-06-26 22:17:22,5208.0
CR003668,4018-06-07 00:00:00,3,CR003908,4018-06-26 22:17:59,250.0
CR003677,4018-06-21 10:30:36,3,CR004451,4018-08-17 16:02:00,38323.7
CR003677,4018-06-21 10:30:36,3,CR004450,4018-08-27 00:00:01,50878.15
CR003677,4018-06-21 10:30:36,3,CR004452,4018-08-27 00:00:02,6860.0
CR003692,4018-06-22 09:37:24,3,CR004038,4018-07-11 14:32:56,35394.34
CR003692,4018-06-22 09:37:24,3,CR004288,4018-07-11 17:19:12,15926.25
CR003692,4018-06-22 09:37:24,3,CR004289,4018-07-11 17:19:13,50.0
CR003727,4018-06-26 08:35:59,3,CR004295,4018-07-23 17:35:59,13888.17
CR003727,4018-06-26 08:35:59,3,CR004296,4018-07-23 17:36:00,11480.89
CR003727,4018-06-26 08:35:59,3,CR004297,4018-07-23 17:36:01,400.0
CR003767,4018-07-03 11:56:14,3,CR004624,4018-09-04 00:00:00,51241.83
CR003767,4018-07-03 11:56:14,3,CR004790,4018-09-05 00:00:01,5280.0
CR003767,4018-07-03 11:56:14,3,CR004625,4018-09-11 13:51:32,3420.0
CR003783,4018-07-04 13:00:27,3,CR004453,4018-07-26 16:32:25,394490.35
CR003783,4018-07-04 13:00:27,3,CR004454,4018-08-23 10:39:43,115444.58
CR003783,4018-07-04 13:00:27,3,CR004455,4018-08-23 10:39:44,3500.0
CR003794,4018-06-13 19:35:55,3,CR004040,4018-07-11 14:39:02,9951.0
CR003794,4018-06-13 19:35:55,3,CR004302,4018-07-11 17:19:14,12212.89
CR003794,4018-06-13 19:35:55,3,CR004303,4018-07-11 17:19:15,625.0
CR003796,4018-06-19 00:00:00,3,CR003953,4018-07-11 00:00:00,12212.89
CR003796,4018-06-19 00:00:00,3,CR004304,4018-07-11 17:19:16,540.0
CR003796,4018-06-19 00:00:00,3,CR004305,4018-07-11 17:19:17,9951.0
CR003815,4018-07-10 14:29:05,3,CR004443,4018-08-07 16:55:55,56865.29
CR003815,4018-07-10 14:29:05,3,CR004444,4018-08-07 16:55:56,10767.72
CR003815,4018-07-10 14:29:05,3,CR004445,4018-08-07 16:55:57,8800.0
CR003833,4018-07-11 10:53:30,3,CR004803,4018-08-09 00:00:00,881471.55
CR003833,4018-07-11 10:53:30,3,CR004804,4018-09-03 00:00:00,384012.59
CR003833,4018-07-11 10:53:30,3,CR004805,4018-09-05 00:00:02,11480.0
CR003846,4018-07-12 13:15:11,3,CR004791,4018-09-12 00:00:00,147492.63
CR003846,4018-07-12 13:15:11,3,CR004792,4018-09-14 13:33:47,5600.0
CR003846,4018-07-12 13:15:11,3,CR004793,4018-09-20 12:46:56,29485.15
CR003853,4018-07-13 10:18:41,3,CR004108,4018-08-17 00:00:00,10876.6
CR003853,4018-07-13 10:18:41,3,CR004590,4018-08-17 16:02:01,8742.0
CR003853,4018-07-13 10:18:41,3,CR004615,4018-08-17 16:02:03,687.0
CR003895,4018-07-18 15:42:34,3,CR004800,4018-08-08 00:00:00,231707.42
CR003895,4018-07-18 15:42:34,3,CR004801,4018-09-03 14:18:50,71751.73
CR003895,4018-07-18 15:42:34,3,CR004802,4018-09-03 14:18:51,3520.0
CR003984,4018-07-17 14:43:17,3,CR004313,4018-07-26 00:00:00,31834.0
