НомерСделки,ДатаСделки,КолвоСчетов,НомерСчета,ДатаСчета,Сумма
CR045129,4024-04-15 15:46:48,87,CR064482,4024-04-15 19:25:12,10110.0
CR045129,4024-04-15 15:46:48,87,CR064511,4024-04-16 13:06:51,0.0
CR045129,4024-04-15 15:46:48,87,CR065379,4024-05-02 12:58:12,0.0
CR045129,4024-04-15 15:46:48,87,CR065493,4024-05-03 11:58:39,4670.0
CR045129,4024-04-15 15:46:48,87,CR065494,4024-05-03 11:59:28,160.0
CR045129,4024-04-15 15:46:48,87,CR065674,4024-05-07 18:14:21,0.0
CR045129,4024-04-15 15:46:48,87,CR065705,4024-05-08 19:12:12,0.0
CR045129,4024-04-15 15:46:48,87,CR065853,4024-05-14 13:58:08,43525.0
CR045129,4024-04-15 15:46:48,87,CR066070,4024-05-21 10:45:52,8370.0
CR045129,4024-04-15 15:46:48,87,CR067451,4024-06-18 10:41:47,11310.0
CR045129,4024-04-15 15:46:48,87,CR067511,4024-06-18 17:37:06,0.0
CR045129,4024-04-15 15:46:48,87,CR067824,4024-06-25 18:13:01,12950.0
CR045129,4024-04-15 15:46:48,87,CR067836,4024-06-26 11:28:14,11495.0
CR045129,4024-04-15 15:46:48,87,CR068135,4024-07-01 18:52:23,29820.0
CR045129,4024-04-15 15:46:48,87,CR068588,4024-07-08 14:44:28,5980.0
CR045129,4024-04-15 15:46:48,87,CR068589,4024-07-08 14:44:31,120.0
CR045129,4024-04-15 15:46:48,87,CR068687,4024-07-10 11:06:12,1900.0
CR045129,4024-04-15 15:46:48,87,CR068827,4024-07-12 15:47:57,140.0
CR045129,4024-04-15 15:46:48,87,CR069015,4024-07-17 12:49:38,50.0
CR045129,4024-04-15 15:46:48,87,CR069399,4024-07-25 19:37:57,13150.0
CR045129,4024-04-15 15:46:48,87,CR069676,4024-07-30 17:36:46,21845.0
CR045129,4024-04-15 15:46:48,87,CR069682,4024-07-30 17:41:57,50.0
CR045129,4024-04-15 15:46:48,87,CR070465,4024-08-09 12:39:36,19700.0
CR045129,4024-04-15 15:46:48,87,CR070466,4024-08-09 12:39:44,1520.0
CR045129,4024-04-15 15:46:48,87,CR070467,4024-08-09 12:39:51,5870.0
CR045129,4024-04-15 15:46:48,87,CR070468,4024-08-09 12:39:58,240.0
CR045129,4024-04-15 15:46:48,87,CR071179,4024-08-28 13:14:28,6800.0
CR045129,4024-04-15 15:46:48,87,CR071182,4024-08-28 13:16:48,0.0
CR045129,4024-04-15 15:46:48,87,CR071368,4024-08-30 15:04:37,4240.0
CR045129,4024-04-15 15:46:48,87,CR071369,4024-08-30 15:04:57,500.0
CR045129,4024-04-15 15:46:48,87,CR071432,4024-09-02 12:31:24,11370.0
CR045129,4024-04-15 15:46:48,87,CR071919,4024-09-09 12:34:06,5460.0
CR045129,4024-04-15 15:46:48,87,CR071920,4024-09-09 12:34:09,18520.0
CR045129,4024-04-15 15:46:48,87,CR071993,4024-09-10 14:19:41,11000.0
CR045129,4024-04-15 15:46:48,87,CR072269,4024-09-17 12:50:38,13910.0
CR045129,4024-04-15 15:46:48,87,CR072468,4024-09-23 11:06:41,1127.0
CR045129,4024-04-15 15:46:48,87,CR072470,4024-09-23 11:09:48,25300.0
CR045129,4024-04-15 15:46:48,87,CR073317,4024-10-03 12:19:53,2775.0
CR045129,4024-04-15 15:46:48,87,CR073322,4024-10-03 12:29:56,14680.0
CR045129,4024-04-15 15:46:48,87,CR073323,4024-10-03 12:30:31,33510.0
CR045129,4024-04-15 15:46:48,87,CR073333,4024-10-03 13:18:38,140.0
CR045129,4024-04-15 15:46:48,87,CR073334,4024-10-03 13:21:13,4670.0
CR045129,4024-04-15 15:46:48,87,CR074092,4024-10-22 14:39:00,68000.0
CR045129,4024-04-15 15:46:48,87,CR074093,4024-10-22 14:39:06,10150.0
CR045129,4024-04-15 15:46:48,87,CR074578,4024-10-31 11:46:27,6680.0
CR045129,4024-04-15 15:46:48,87,CR075183,4024-11-06 16:17:27,20055.0
CR045129,4024-04-15 15:46:48,87,CR075184,4024-11-06 16:18:33,0.0
CR045129,4024-04-15 15:46:48,87,CR075985,4024-11-26 17:00:48,32750.0
CR045129,4024-04-15 15:46:48,87,CR075986,4024-11-26 17:01:04,29035.0
CR045129,4024-04-15 15:46:48,87,CR077073,4024-12-11 12:31:10,11900.0
CR045129,4024-04-15 15:46:48,87,CR077075,4024-12-11 12:31:17,850.0
CR045129,4024-04-15 15:46:48,87,CR077076,4024-12-11 12:31:25,0.0
CR045129,4024-04-15 15:46:48,87,CR077077,4024-12-11 12:31:35,5100.0
CR045129,4024-04-15 15:46:48,87,CR077078,4024-12-11 12:31:43,100.0
CR045129,4024-04-15 15:46:48,87,CR077948,4024-12-24 15:11:29,79635.0
CR045129,4024-04-15 15:46:48,87,CR080014,4025-01-31 14:46:42,101465.0
CR045129,4024-04-15 15:46:48,87,CR080015,4025-01-31 14:47:05,24330.0
CR045129,4024-04-15 15:46:48,87,CR080016,4025-01-31 14:47:13,2200.0
CR045129,4024-04-15 15:46:48,87,CR082487,4025-03-19 10:51:05,37390.0
CR045129,4024-04-15 15:46:48,87,CR082746,4025-03-26 09:56:37,24150.0
CR045129,4024-04-15 15:46:48,87,CR083645,4025-04-03 16:34:18,455600.0
CR045129,4024-04-15 15:46:48,87,CR084498,4025-04-22 17:09:48,57470.0
CR045129,4024-04-15 15:46:48,87,CR084499,4025-04-22 17:09:55,1400.0
CR045129,4024-04-15 15:46:48,87,CR084500,4025-04-22 17:10:14,39146.0
CR045129,4024-04-15 15:46:48,87,CR085983,4025-05-16 17:07:56,63125.0
CR045129,4024-04-15 15:46:48,87,CR085984,4025-05-16 17:08:06,26400.0
CR045129,4024-04-15 15:46:48,87,CR086938,4025-06-03 10:44:05,60205.0
CR045129,4024-04-15 15:46:48,87,CR086939,4025-06-03 10:44:49,840.0
CR045129,4024-04-15 15:46:48,87,CR086941,4025-06-03 10:47:13,6270.0
CR045129,4024-04-15 15:46:48,87,CR089583,4025-07-15 11:19:17,105280.0
CR045129,4024-04-15 15:46:48,87,CR089584,4025-07-15 11:19:27,200.0
CR045129,4024-04-15 15:46:48,87,CR091311,4025-08-11 12:16:49,50235.0
CR045129,4024-04-15 15:46:48,87,CR091312,4025-08-11 12:17:12,300000.0
CR045129,4024-04-15 15:46:48,87,CR091313,4025-08-11 12:19:49,26620.0
CR045129,4024-04-15 15:46:48,87,CR091314,4025-08-11 12:20:38,1000.0
CR045129,4024-04-15 15:46:48,87,CR091655,4025-08-18 15:24:00,2720.0
CR045129,4024-04-15 15:46:48,87,CR091656,4025-08-18 15:26:11,5430.0
CR045129,4024-04-15 15:46:48,87,CR091657,4025-08-18 15:26:47,40.0
CR045129,4024-04-15 15:46:48,87,CR091658,4025-08-18 15:27:18,5800.0
CR045129,4024-04-15 15:46:48,87,CR092506,4025-09-02 14:27:12,11620.0
CR045129,4024-04-15 15:46:48,87,CR095069,4025-10-13 12:15:10,51840.0
CR045129,4024-04-15 15:46:48,87,CR095070,4025-10-13 12:15:16,50.0
CR045129,4024-04-15 15:46:48,87,CR095275,4025-10-16 11:46:15,16340.0
CR045129,4024-04-15 15:46:48,87,CR100278,4025-12-26 10:19:15,24965.0
CR045129,4024-04-15 15:46:48,87,CR100546,4025-12-30 10:52:47,6300.0
CR045129,4024-04-15 15:46:48,87,CR101586,4026-01-16 11:41:27,20550.0
CR045129,4024-04-15 15:46:48,87,CR105373,4026-03-13 14:30:07,0.0
CR048080,4024-01-16 14:48:44,52,CR060818,4024-01-22 18:26:08,10.9
CR048080,4024-01-16 14:48:44,52,CR060821,4024-01-22 18:26:09,0.21
CR048080,4024-01-16 14:48:44,52,CR060820,4024-01-22 18:26:09,7.42
CR048080,4024-01-16 14:48:44,52,CR060819,4024-01-22 18:26:09,7.13
CR048080,4024-01-16 14:48:44,52,CR060824,4024-01-22 18:26:10,12.75
CR048080,4024-01-16 14:48:44,52,CR060823,4024-01-22 18:26:10,10.53
CR048080,4024-01-16 14:48:44,52,CR060822,4024-01-22 18:26:10,10.4
CR048080,4024-01-16 14:48:44,52,CR060828,4024-01-22 18:26:11,10.94
CR048080,4024-01-16 14:48:44,52,CR060827,4024-01-22 18:26:11,17.95
CR048080,4024-01-16 14:48:44,52,CR060826,4024-01-22 18:26:11,12.87
CR048080,4024-01-16 14:48:44,52,CR060825,4024-01-22 18:26:11,4.07
CR048080,4024-01-16 14:48:44,52,CR060831,4024-01-22 18:26:12,28.52
CR048080,4024-01-16 14:48:44,52,CR060830,4024-01-22 18:26:12,58.58
CR048080,4024-01-16 14:48:44,52,CR060829,4024-01-22 18:26:12,4.61
CR048080,4024-01-16 14:48:44,52,CR060834,4024-01-22 18:26:13,69.65
CR048080,4024-01-16 14:48:44,52,CR060833,4024-01-22 18:26:13,13.63
CR048080,4024-01-16 14:48:44,52,CR060832,4024-01-22 18:26:13,5.79
CR048080,4024-01-16 14:48:44,52,CR060835,4024-01-22 18:26:14,14.05
CR048080,4024-01-16 14:48:44,52,CR060839,4024-01-22 18:29:00,1000.6
CR048080,4024-01-16 14:48:44,52,CR060838,4024-01-22 18:29:00,970.73
CR048080,4024-01-16 14:48:44,52,CR060837,4024-01-22 18:29:00,528.67
CR048080,4024-01-16 14:48:44,52,CR060840,4024-01-22 18:30:02,0.0
CR048080,4024-01-16 14:48:44,52,CR060844,4024-01-22 18:30:03,83.5
CR048080,4024-01-16 14:48:44,52,CR060843,4024-01-22 18:30:03,0.0
CR048080,4024-01-16 14:48:44,52,CR060842,4024-01-22 18:30:03,0.0
CR048080,4024-01-16 14:48:44,52,CR060841,4024-01-22 18:30:03,0.0
CR048080,4024-01-16 14:48:44,52,CR060847,4024-01-22 18:30:04,87.88
CR048080,4024-01-16 14:48:44,52,CR060846,4024-01-22 18:30:04,144.11
CR048080,4024-01-16 14:48:44,52,CR060845,4024-01-22 18:30:04,84.51
CR048080,4024-01-16 14:48:44,52,CR060848,4024-01-22 18:31:04,888.1
CR048080,4024-01-16 14:48:44,52,CR060852,4024-01-22 18:31:05,375.74
CR048080,4024-01-16 14:48:44,52,CR060851,4024-01-22 18:31:05,1038.4
CR048080,4024-01-16 14:48:44,52,CR060850,4024-01-22 18:31:05,17.08
CR048080,4024-01-16 14:48:44,52,CR060849,4024-01-22 18:31:05,580.68
CR048080,4024-01-16 14:48:44,52,CR060860,4024-01-22 18:33:01,40.49
CR048080,4024-01-16 14:48:44,52,CR060862,4024-01-22 18:33:02,27.56
CR048080,4024-01-16 14:48:44,52,CR060863,4024-01-22 18:33:02,0.78
CR048080,4024-01-16 14:48:44,52,CR060861,4024-01-22 18:33:02,26.47
CR048080,4024-01-16 14:48:44,52,CR060864,4024-01-22 18:33:03,38.62
CR048080,4024-01-16 14:48:44,52,CR060866,4024-01-22 18:33:03,47.34
CR048080,4024-01-16 14:48:44,52,CR060865,4024-01-22 18:33:03,39.08
CR048080,4024-01-16 14:48:44,52,CR060870,4024-01-22 18:33:04,40.64
CR048080,4024-01-16 14:48:44,52,CR060869,4024-01-22 18:33:04,66.65
CR048080,4024-01-16 14:48:44,52,CR060868,4024-01-22 18:33:04,47.81
CR048080,4024-01-16 14:48:44,52,CR060867,4024-01-22 18:33:04,15.1
CR048080,4024-01-16 14:48:44,52,CR060873,4024-01-22 18:33:05,105.89
CR048080,4024-01-16 14:48:44,52,CR060872,4024-01-22 18:33:05,217.54
CR048080,4024-01-16 14:48:44,52,CR060871,4024-01-22 18:33:05,17.13
CR048080,4024-01-16 14:48:44,52,CR060876,4024-01-22 18:33:06,258.65
CR048080,4024-01-16 14:48:44,52,CR060875,4024-01-22 18:33:06,50.61
CR048080,4024-01-16 14:48:44,52,CR060874,4024-01-22 18:33:06,21.49
CR048080,4024-01-16 14:48:44,52,CR060877,4024-01-22 18:33:07,52.17
CR044725,4023-12-11 13:52:40,26,CR058929,4023-12-11 16:22:01,2830.0
CR044725,4023-12-11 13:52:40,26,CR058930,4023-12-11 16:23:39,1700.0
CR044725,4023-12-11 13:52:40,26,CR058931,4023-12-11 16:24:31,0.0
CR044725,4023-12-11 13:52:40,26,CR059220,4023-12-18 12:59:24,0.0
CR044725,4023-12-11 13:52:40,26,CR059307,4023-12-19 14:14:14,110200.0
CR044725,4023-12-11 13:52:40,26,CR059524,4023-12-22 16:19:20,11840.0
CR044725,4023-12-11 13:52:40,26,CR060288,4024-01-04 17:38:01,3190.0
CR044725,4023-12-11 13:52:40,26,CR061214,4024-01-31 17:45:54,0.0
CR044725,4023-12-11 13:52:40,26,CR061215,4024-01-31 17:47:25,900.0
CR044725,4023-12-11 13:52:40,26,CR061216,4024-01-31 17:48:51,8110.0
CR044725,4023-12-11 13:52:40,26,CR061317,4024-02-01 19:20:57,5950.0
CR044725,4023-12-11 13:52:40,26,CR061837,4024-02-13 13:08:38,815.0
CR044725,4023-12-11 13:52:40,26,CR061878,4024-02-14 14:47:24,0.0
CR044725,4023-12-11 13:52:40,26,CR062167,4024-02-23 17:43:04,9440.0
CR044725,4023-12-11 13:52:40,26,CR062171,4024-02-23 17:57:41,0.0
CR044725,4023-12-11 13:52:40,26,CR063178,4024-03-19 18:11:25,5000.0
CR044725,4023-12-11 13:52:40,26,CR063179,4024-03-19 18:14:17,5370.0
CR044725,4023-12-11 13:52:40,26,CR063180,4024-03-19 18:15:08,400.0
CR044725,4023-12-11 13:52:40,26,CR063181,4024-03-19 18:16:16,7070.0
CR044725,4023-12-11 13:52:40,26,CR063182,4024-03-19 18:17:20,20.0
CR044725,4023-12-11 13:52:40,26,CR063183,4024-03-19 18:18:40,0.0
CR044725,4023-12-11 13:52:40,26,CR063263,4024-03-21 17:03:09,3160.0
CR044725,4023-12-11 13:52:40,26,CR063979,4024-04-03 16:29:54,6980.0
CR044725,4023-12-11 13:52:40,26,CR063980,4024-04-03 16:29:58,6500.0
CR044725,4023-12-11 13:52:40,26,CR064398,4024-04-12 13:42:28,5130.0
CR044725,4023-12-11 13:52:40,26,CR064456,4024-04-15 15:09:52,1000.0
00000020,4016-10-31 12:00:00,25,00000032,4015-10-06 00:00:00,5220.0
00000020,4016-10-31 12:00:00,25,00000027,4015-10-09 00:00:00,10104.41
00000020,4016-10-31 12:00:00,25,00000030,4015-12-02 00:00:00,38959.0
00000020,4016-10-31 12:00:00,25,00000029,4016-06-30 00:00:00,26974.4
00000020,4016-10-31 12:00:00,25,00000033,4016-10-21 00:00:00,4200.0
00000020,4016-10-31 12:00:00,25,00000025,4016-10-24 00:00:00,66768.3
00000020,4016-10-31 12:00:00,25,00000022,4016-10-24 00:00:00,10778.38
00000020,4016-10-31 12:00:00,25,CR000083,4016-10-28 00:00:00,21560.0
00000020,4016-10-31 12:00:00,25,CR000082,4016-10-28 12:00:00,14250.0
00000020,4016-10-31 12:00:00,25,00000020,4016-10-31 00:00:00,15283.5
00000020,4016-10-31 12:00:00,25,00000015,4016-10-31 00:00:00,20058.0
00000020,4016-10-31 12:00:00,25,00000016,4016-10-31 00:00:00,4440.0
00000020,4016-10-31 12:00:00,25,00000028,4016-10-31 00:00:00,10440.0
00000020,4016-10-31 12:00:00,25,00000034,4016-10-31 00:00:00,20554.59
00000020,4016-10-31 12:00:00,25,00000017,4016-10-31 12:00:02,10000.0
00000020,4016-10-31 12:00:00,25,00000018,4016-10-31 12:00:03,11000.0
00000020,4016-10-31 12:00:00,25,00000021,4016-10-31 12:00:06,5520.0
00000020,4016-10-31 12:00:00,25,00000023,4016-10-31 12:00:08,10708.3
00000020,4016-10-31 12:00:00,25,00000024,4016-10-31 12:00:09,28303.0
00000020,4016-10-31 12:00:00,25,00000026,4016-10-31 12:00:11,7000.0
00000020,4016-10-31 12:00:00,25,00000031,4016-10-31 12:00:16,4200.0
00000020,4016-10-31 12:00:00,25,CR000055,4016-10-31 12:00:18,100000.0
00000020,4016-10-31 12:00:00,25,CR006832,4019-03-12 13:32:38,0.0
00000020,4016-10-31 12:00:00,25,CR006879,4019-03-15 09:27:07,500.0
00000020,4016-10-31 12:00:00,25,CR009321,4019-08-06 09:23:47,0.0
CR036509,4023-01-02 09:56:55,21,CR052652,4020-08-11 00:00:00,100.0
CR036509,4023-01-02 09:56:55,21,CR046520,4022-04-12 23:00:57,340.0
CR036509,4023-01-02 09:56:55,21,CR046522,4022-06-30 18:07:26,350.0
CR036509,4023-01-02 09:56:55,21,CR046134,4022-07-04 19:04:44,20.0
CR036509,4023-01-02 09:56:55,21,CR046133,4022-12-06 12:26:31,20.0
CR036509,4023-01-02 09:56:55,21,CR045917,4023-01-02 10:00:45,25.0
CR036509,4023-01-02 09:56:55,21,CR045918,4023-01-02 10:04:27,25.0
CR036509,4023-01-02 09:56:55,21,CR045920,4023-01-02 10:16:01,100.0
CR036509,4023-01-02 09:56:55,21,CR045922,4023-01-02 10:19:19,60.0
CR036509,4023-01-02 09:56:55,21,CR045923,4023-01-02 10:21:44,70.0
CR036509,4023-01-02 09:56:55,21,CR045924,4023-01-02 10:25:05,35.0
CR036509,4023-01-02 09:56:55,21,CR045936,4023-01-02 11:06:55,50.0
CR036509,4023-01-02 09:56:55,21,CR045937,4023-01-02 11:22:05,300.0
CR036509,4023-01-02 09:56:55,21,CR045946,4023-01-02 11:50:23,0.0
CR036509,4023-01-02 09:56:55,21,CR045947,4023-01-02 11:54:45,0.0
CR036509,4023-01-02 09:56:55,21,CR046132,4023-01-03 14:06:07,954.0
CR036509,4023-01-02 09:56:55,21,CR053991,4023-08-22 11:26:16,250.0
CR036509,4023-01-02 09:56:55,21,CR053993,4023-08-22 11:32:16,90.0
CR036509,4023-01-02 09:56:55,21,CR053994,4023-08-22 11:36:55,75.0
CR036509,4023-01-02 09:56:55,21,CR053996,4023-08-22 11:39:07,350.0
CR036509,4023-01-02 09:56:55,21,CR054003,4023-08-22 12:21:30,100.0
CR041718,4023-07-31 00:00:00,18,CR052953,4023-07-31 15:59:26,0.0
CR041718,4023-07-31 00:00:00,18,CR052954,4023-07-31 15:59:27,0.0
CR041718,4023-07-31 00:00:00,18,CR052956,4023-07-31 15:59:28,0.0
CR041718,4023-07-31 00:00:00,18,CR052955,4023-07-31 15:59:28,0.0
CR041718,4023-07-31 00:00:00,18,CR052958,4023-07-31 15:59:29,0.0
CR041718,4023-07-31 00:00:00,18,CR052957,4023-07-31 15:59:29,0.0
CR041718,4023-07-31 00:00:00,18,CR052960,4023-07-31 15:59:30,0.0
CR041718,4023-07-31 00:00:00,18,CR052959,4023-07-31 15:59:30,0.0
CR041718,4023-07-31 00:00:00,18,CR052963,4023-07-31 15:59:31,0.0
CR041718,4023-07-31 00:00:00,18,CR052962,4023-07-31 15:59:31,0.0
CR041718,4023-07-31 00:00:00,18,CR052961,4023-07-31 15:59:31,0.0
CR041718,4023-07-31 00:00:00,18,CR052965,4023-07-31 16:01:55,0.0
CR041718,4023-07-31 00:00:00,18,CR052964,4023-07-31 16:01:55,0.0
CR041718,4023-07-31 00:00:00,18,CR052966,4023-07-31 16:01:56,0.0
CR041718,4023-07-31 00:00:00,18,CR052967,4023-07-31 16:01:56,0.0
CR041718,4023-07-31 00:00:00,18,CR052968,4023-07-31 16:01:57,0.0
CR041718,4023-07-31 00:00:00,18,CR052969,4023-07-31 16:01:57,0.0
CR041718,4023-07-31 00:00:00,18,CR052970,4023-07-31 16:01:58,0.0
CR077825,4025-10-17 10:43:57,17,CR095367,4025-10-17 14:07:29,8541.2
CR077825,4025-10-17 10:43:57,17,CR095371,4025-10-17 14:36:42,950.0
CR077825,4025-10-17 10:43:57,17,CR095391,4025-10-17 16:42:49,0.0
CR077825,4025-10-17 10:43:57,17,CR095392,4025-10-17 16:42:52,20220.0
CR077825,4025-10-17 10:43:57,17,CR095480,4025-10-20 14:15:17,483.0
CR077825,4025-10-17 10:43:57,17,CR095483,4025-10-20 14:54:46,1100.0
CR077825,4025-10-17 10:43:57,17,CR095490,4025-10-20 16:49:30,4200.0
CR077825,4025-10-17 10:43:57,17,CR095553,4025-10-21 16:26:46,4960.0
CR077825,4025-10-17 10:43:57,17,CR095554,4025-10-21 16:26:50,0.0
CR077825,4025-10-17 10:43:57,17,CR095638,4025-10-22 16:58:49,4870.0
CR077825,4025-10-17 10:43:57,17,CR095736,4025-10-24 11:27:00,773.0
CR077825,4025-10-17 10:43:57,17,CR095747,4025-10-24 12:59:52,774.0
CR077825,4025-10-17 10:43:57,17,CR095774,4025-10-24 16:27:23,800.0
CR077825,4025-10-17 10:43:57,17,CR096007,4025-10-29 11:02:16,2300.0
CR077825,4025-10-17 10:43:57,17,CR097037,4025-11-11 12:11:22,1340.0
CR077825,4025-10-17 10:43:57,17,CR098890,4025-12-05 14:27:18,800.0
CR077825,4025-10-17 10:43:57,17,CR098899,4025-12-05 14:48:10,148999.7
CR011413,4020-01-13 10:14:43,16,CR013740,4020-02-06 00:00:00,508935.85
CR011413,4020-01-13 10:14:43,16,CR013741,4020-02-06 17:02:00,156338.15
CR011413,4020-01-13 10:14:43,16,CR013758,4020-02-14 16:36:49,415171.05
CR011413,4020-01-13 10:14:43,16,CR013920,4020-02-18 17:34:01,154251.82
CR011413,4020-01-13 10:14:43,16,CR013921,4020-02-18 17:34:02,86973.07
CR011413,4020-01-13 10:14:43,16,CR014319,4020-03-12 17:47:36,125524.23
CR011413,4020-01-13 10:14:43,16,CR014321,4020-03-12 17:47:37,6560.0
CR011413,4020-01-13 10:14:43,16,CR014322,4020-03-13 17:07:36,21287.75
CR011413,4020-01-13 10:14:43,16,CR014323,4020-03-13 17:07:37,1155.0
CR011413,4020-01-13 10:14:43,16,CR014328,4020-03-13 17:07:38,75240.21
CR011413,4020-01-13 10:14:43,16,CR014330,4020-03-13 17:07:39,75240.21
CR011413,4020-01-13 10:14:43,16,CR014331,4020-03-13 17:07:40,5250.0
CR011413,4020-01-13 10:14:43,16,CR014332,4020-03-13 17:07:41,5250.0
CR011413,4020-01-13 10:14:43,16,CR014325,4020-03-16 17:24:43,168662.86
CR011413,4020-01-13 10:14:43,16,CR014327,4020-03-16 17:24:44,10500.0
CR011413,4020-01-13 10:14:43,16,CR014629,4020-03-16 17:24:49,0.0
CR037892,4023-03-23 10:21:16,15,CR052003,4023-07-03 14:17:38,164924.39
CR037892,4023-03-23 10:21:16,15,CR052004,4023-07-03 14:17:39,4604.05
CR037892,4023-03-23 10:21:16,15,CR052005,4023-07-03 14:17:40,164924.39
CR037892,4023-03-23 10:21:16,15,CR052006,4023-07-03 14:17:41,164924.39
CR037892,4023-03-23 10:21:16,15,CR052007,4023-07-03 14:17:42,4604.05
CR037892,4023-03-23 10:21:16,15,CR052008,4023-07-03 14:17:43,164924.39
CR037892,4023-03-23 10:21:16,15,CR052009,4023-07-03 14:17:44,4604.05
CR037892,4023-03-23 10:21:16,15,CR052010,4023-07-03 14:17:45,164924.39
CR037892,4023-03-23 10:21:16,15,CR052011,4023-07-03 14:17:46,4604.05
CR037892,4023-03-23 10:21:16,15,CR052012,4023-07-03 14:17:47,4604.05
CR037892,4023-03-23 10:21:16,15,CR052690,4023-07-10 19:31:27,34892.15
CR037892,4023-03-23 10:21:16,15,CR052687,4023-07-17 17:58:41,35748.73
CR037892,4023-03-23 10:21:16,15,CR052688,4023-07-17 17:58:42,34892.15
CR037892,4023-03-23 10:21:16,15,CR052689,4023-07-17 17:58:43,34892.15
CR037892,4023-03-23 10:21:16,15,CR052691,4023-07-17 17:58:44,34892.15
CR045085,4023-10-30 16:24:39,15,CR058223,4023-11-30 11:04:50,1032.9
CR045085,4023-10-30 16:24:39,15,CR058225,4023-11-30 11:04:51,579.27
CR045085,4023-10-30 16:24:39,15,CR058224,4023-11-30 11:04:51,1398.75
CR045085,4023-10-30 16:24:39,15,CR058227,4023-11-30 11:04:52,633.78
CR045085,4023-10-30 16:24:39,15,CR058226,4023-11-30 11:04:52,156.14
CR045085,4023-10-30 16:24:39,15,CR058229,4023-11-30 11:04:53,461.94
CR045085,4023-10-30 16:24:39,15,CR058228,4023-11-30 11:04:53,337.22
CR045085,4023-10-30 16:24:39,15,CR058231,4023-11-30 11:05:25,10.64
CR045085,4023-10-30 16:24:39,15,CR058230,4023-11-30 11:05:25,7.86
CR045085,4023-10-30 16:24:39,15,CR058232,4023-11-30 11:05:26,4.41
CR045085,4023-10-30 16:24:39,15,CR058234,4023-11-30 11:05:27,4.82
CR045085,4023-10-30 16:24:39,15,CR058233,4023-11-30 11:05:27,1.19
CR045085,4023-10-30 16:24:39,15,CR058235,4023-11-30 11:05:28,2.57
CR045085,4023-10-30 16:24:39,15,CR058236,4023-11-30 11:05:29,3.51
CR045085,4023-10-30 16:24:39,15,CR058237,4023-11-30 11:06:05,150.0
CR048713,4024-02-05 10:10:26,14,CR061844,4024-02-13 15:24:11,368.89
CR048713,4024-02-05 10:10:26,14,CR061848,4024-02-13 15:24:12,322.95
CR048713,4024-02-05 10:10:26,14,CR061846,4024-02-13 15:24:12,39.95
CR048713,4024-02-05 10:10:26,14,CR061847,4024-02-13 15:24:12,632.58
CR048713,4024-02-05 10:10:26,14,CR061845,4024-02-13 15:24:12,1748.57
CR048713,4024-02-05 10:10:26,14,CR061849,4024-02-13 15:24:13,12.65
CR048713,4024-02-05 10:10:26,14,CR061850,4024-02-13 15:24:13,63.92
CR048713,4024-02-05 10:10:26,14,CR061851,4024-02-13 15:24:13,587.3
CR048713,4024-02-05 10:10:26,14,CR061852,4024-02-13 15:24:13,20.64
CR048713,4024-02-05 10:10:26,14,CR061853,4024-02-13 15:24:14,102.54
CR048713,4024-02-05 10:10:26,14,CR062056,4024-02-21 10:01:48,0.0
CR048713,4024-02-05 10:10:26,14,CR062145,4024-02-23 11:24:13,0.0
CR048713,4024-02-05 10:10:26,14,CR062146,4024-02-23 11:24:13,0.0
CR048713,4024-02-05 10:10:26,14,CR062413,4024-02-29 16:23:40,200.0
CR072609,4025-07-01 00:00:00,14,CR089347,4025-07-10 15:47:11,108719.0
CR072609,4025-07-01 00:00:00,14,CR089353,4025-07-10 15:51:23,108719.0
CR072609,4025-07-01 00:00:00,14,CR089354,4025-07-10 15:51:45,81539.25
CR072609,4025-07-01 00:00:00,14,CR089355,4025-07-10 15:52:04,27179.75
CR072609,4025-07-01 00:00:00,14,CR089356,4025-07-10 15:53:42,108719.0
CR072609,4025-07-01 00:00:00,14,CR089357,4025-07-10 15:54:02,108719.0
CR072609,4025-07-01 00:00:00,14,CR089424,4025-07-11 18:31:59,145411.38
CR072609,4025-07-01 00:00:00,14,CR089432,4025-07-11 18:36:31,145411.38
CR072609,4025-07-01 00:00:00,14,CR089433,4025-07-11 18:36:46,145411.38
CR072609,4025-07-01 00:00:00,14,CR089434,4025-07-11 18:37:01,145411.38
CR072609,4025-07-01 00:00:00,14,CR089435,4025-07-11 18:37:12,145411.38
CR072609,4025-07-01 00:00:00,14,CR089436,4025-07-11 18:37:17,145411.38
CR072609,4025-07-01 00:00:00,14,CR089437,4025-07-11 18:37:28,145411.38
CR072609,4025-07-01 00:00:00,14,CR089438,4025-07-11 18:37:45,145411.38
CR009102,4019-08-15 00:00:08,13,CR010059,4019-09-09 16:28:10,0.0
CR009102,4019-08-15 00:00:08,13,CR010060,4019-09-09 16:29:00,0.0
CR009102,4019-08-15 00:00:08,13,CR010061,4019-09-09 16:32:11,0.0
CR009102,4019-08-15 00:00:08,13,CR010062,4019-09-09 16:34:52,0.0
CR009102,4019-08-15 00:00:08,13,CR010063,4019-09-09 16:35:49,0.0
CR009102,4019-08-15 00:00:08,13,CR010064,4019-09-09 16:38:05,0.0
CR009102,4019-08-15 00:00:08,13,CR010065,4019-09-09 16:38:38,0.0
CR009102,4019-08-15 00:00:08,13,CR010066,4019-09-09 16:39:22,0.0
CR009102,4019-08-15 00:00:08,13,CR010067,4019-09-09 16:40:30,0.0
